issn|area|titulo|estrato|classificacao
1094-6977|CIÊNCIA DA COMPUTAÇÃO|IEEE Transactions on Systems, Man and Cybernetics. Part C, Applications and Reviews|A2|Atualizada em 2012
0018-9545|CIÊNCIA DA COMPUTAÇÃO|IEEE Transactions on Vehicular Technology|A1|Atualizada em 2012
1063-8210|CIÊNCIA DA COMPUTAÇÃO|IEEE Transactions on Very Large Scale Integration (VLSI) Systems (Print)|A1|Atualizada em 2012
1077-2626|CIÊNCIA DA COMPUTAÇÃO|IEEE Transactions on Visualization and Computer Graphics|A1|Atualizada em 2012
1536-1276|CIÊNCIA DA COMPUTAÇÃO|IEEE Transactions on Wireless Communications|A1|Atualizada em 2012
1536-1284|CIÊNCIA DA COMPUTAÇÃO|IEEE Wireless Communications|A1|Atualizada em 2012
1932-8540|CIÊNCIA DA COMPUTAÇÃO|IEEE-RITA|B4|Atualizada em 2012
1545-5963|CIÊNCIA DA COMPUTAÇÃO|IEEE/ACM Transactions on Computational Biology and Bioinformatics (Print)|A2|Atualizada em 2012
1063-6692|CIÊNCIA DA COMPUTAÇÃO|IEEE/ACM Transactions on Networking (Print)|A1|Atualizada em 2012
1745-1345|CIÊNCIA DA COMPUTAÇÃO|IEICE Transactions on Communications (Online)|B3|Atualizada em 2012
0916-8524|CIÊNCIA DA COMPUTAÇÃO|IEICE Transactions on Electronics|B1|Atualizada em 2012
0916-8508|CIÊNCIA DA COMPUTAÇÃO|IEICE Transactions on Fundamentals of Electronics, Communications and Computer Science|B1|Atualizada em 2012
0916-8532|CIÊNCIA DA COMPUTAÇÃO|IEICE Transactions on Information and Systems|B1|Atualizada em 2012
1751-858X|CIÊNCIA DA COMPUTAÇÃO|IET Circuits, Devices & Systems (Print)|B3|Atualizada em 2012
1751-8628|CIÊNCIA DA COMPUTAÇÃO|IET Communications (Print)|B1|Atualizada em 2012
1751-861X|CIÊNCIA DA COMPUTAÇÃO|IET Computers & Digital Techniques (Online)|B1|Atualizada em 2012
1751-8601|CIÊNCIA DA COMPUTAÇÃO|IET Computers & Digital Techniques (Print)|B1|Atualizada em 2012
1751-8660|CIÊNCIA DA COMPUTAÇÃO|IET Electric Power Applications (Print)|B2|Atualizada em 2012
1751-8687|CIÊNCIA DA COMPUTAÇÃO|IET Generation, Transmission & Distribution (Print)|B2|Atualizada em 2012
1751-8814|CIÊNCIA DA COMPUTAÇÃO|IET Software (Online)|B1|Atualizada em 2012
1751-8806|CIÊNCIA DA COMPUTAÇÃO|IET Software (Print)|B1|Atualizada em 2012
1982-5498|CIÊNCIA DA COMPUTAÇÃO|Igapó (CEFET-AM)|C|Atualizada em 2012
1826-9885|CIÊNCIA DA COMPUTAÇÃO|Il Nuovo Cimento della Società Italiana di Fisica. C. Geophysics and Space Physics (Online)|B2|Atualizada em 2012
0272-4960|CIÊNCIA DA COMPUTAÇÃO|IMA Journal of Applied Mathematics|B3|Atualizada em 2012
1471-678X|CIÊNCIA DA COMPUTAÇÃO|IMA Journal of Management Mathematics (Print)|B3|Atualizada em 2012
0272-4979|CIÊNCIA DA COMPUTAÇÃO|IMA Journal of Numerical Analysis|A2|Atualizada em 2012
0262-8856|CIÊNCIA DA COMPUTAÇÃO|Image and Vision Computing|A1|Atualizada em 2012
1807-4545|CIÊNCIA DA COMPUTAÇÃO|INFOCOMP (UFLA. Impresso)|C|Atualizada em 2012
0315-5986|CIÊNCIA DA COMPUTAÇÃO|INFOR. Information Systems and Operational Research|B2|Atualizada em 2012
0104-0146|CIÊNCIA DA COMPUTAÇÃO|Informação & Sociedade (UFPB. Impresso)|C|Atualizada em 2012
1392-124X|CIÊNCIA DA COMPUTAÇÃO|Informacinés Technologijos ir Valdymas|C|Atualizada em 2012
0716-8756|CIÊNCIA DA COMPUTAÇÃO|Información Tecnológica (Impresa)|C|Atualizada em 2012
0350-5596|CIÊNCIA DA COMPUTAÇÃO|Informatica (Ljubljana)|B5|Atualizada em 2012
1753-8165|CIÊNCIA DA COMPUTAÇÃO|Informatics for Health and Social Care (Online)|B3|Atualizada em 2012
1648-5831|CIÊNCIA DA COMPUTAÇÃO|Informatics in Education|B3|Atualizada em 2012
0378-7206|CIÊNCIA DA COMPUTAÇÃO|Information & Management (Amsterdam)|A1|Atualizada em 2012
1090-2651|CIÊNCIA DA COMPUTAÇÃO|Information and Computation (Online)|A2|Atualizada em 2012
0890-5401|CIÊNCIA DA COMPUTAÇÃO|Information and Computation (Print)|A2|Atualizada em 2012
0950-5849|CIÊNCIA DA COMPUTAÇÃO|Information and Software Technology|A2|Atualizada em 2012
1566-2535|CIÊNCIA DA COMPUTAÇÃO|Information Fusion (Print)|B1|Atualizada em 2012
0968-5227|CIÊNCIA DA COMPUTAÇÃO|Information Management & Computer Security|B2|Atualizada em 2012
1570-1255|CIÊNCIA DA COMPUTAÇÃO|Information Polity|B2|Atualizada em 2012
0306-4573|CIÊNCIA DA COMPUTAÇÃO|Information Processing & Management|A2|Atualizada em 2012
0020-0190|CIÊNCIA DA COMPUTAÇÃO|Information Processing Letters (Print)|A2|Atualizada em 2012
1386-4564|CIÊNCIA DA COMPUTAÇÃO|Information Retrieval (Boston)|B1|Atualizada em 2012
1573-7659|CIÊNCIA DA COMPUTAÇÃO|Information Retrieval (Dordrecht. Online)|B1|Atualizada em 2012
0020-0255|CIÊNCIA DA COMPUTAÇÃO|Information Sciences|A1|Atualizada em 2012
1338-1237|CIÊNCIA DA COMPUTAÇÃO|Information Sciences and Technologies - Bulletin of the ACM Slovakia|B5|Atualizada em 2012
0306-4379|CIÊNCIA DA COMPUTAÇÃO|Information Systems (Oxford)|A2|Atualizada em 2012
1572-9419|CIÊNCIA DA COMPUTAÇÃO|Information Systems Frontiers (Dordrecht. Online)|B1|Atualizada em 2012
1387-3326|CIÊNCIA DA COMPUTAÇÃO|Information Systems Frontiers (Print)|B1|Atualizada em 2012
1058-0530|CIÊNCIA DA COMPUTAÇÃO|Information Systems Management|B1|Atualizada em 2012
0730-9295|CIÊNCIA DA COMPUTAÇÃO|Information Technology and Libraries|B2|Atualizada em 2012
1385-951X|CIÊNCIA DA COMPUTAÇÃO|Information Technology and Management|B1|Atualizada em 2012
0268-1102|CIÊNCIA DA COMPUTAÇÃO|Information Technology for Development|B3|Atualizada em 2012
1473-8716|CIÊNCIA DA COMPUTAÇÃO|Information Visualization (Print)|B1|Atualizada em 2012
0988-3754|CIÊNCIA DA COMPUTAÇÃO|Informatique Théorique et Applications (Imprimé)|B2|Atualizada em 2012
1091-9856|CIÊNCIA DA COMPUTAÇÃO|INFORMS Journal on Computing|A2|Atualizada em 2012
1526-5528|CIÊNCIA DA COMPUTAÇÃO|INFORMS Journal on Computing (Online)|A2|Atualizada em 2012
0718-3305|CIÊNCIA DA COMPUTAÇÃO|Ingeniare. Revista Chilena de Ingeniería (En línea)|C|Atualizada em 2012
1614-5054|CIÊNCIA DA COMPUTAÇÃO|Innovations in Systems and Software Engineering (Internet)|B3|Atualizada em 2012
1614-5046|CIÊNCIA DA COMPUTAÇÃO|Innovations in Systems and Software Engineering (Print)|B3|Atualizada em 2012
0020-1685|CIÊNCIA DA COMPUTAÇÃO|Inorganic Materials|B4|Atualizada em 2012
1069-2509|CIÊNCIA DA COMPUTAÇÃO|Integrated Computer-Aided Engineering|A2|Atualizada em 2012
1872-7522|CIÊNCIA DA COMPUTAÇÃO|Integration (Amsterdam. Online)|B2|Atualizada em 2012
0167-9260|CIÊNCIA DA COMPUTAÇÃO|Integration (Amsterdam. Print)|B2|Atualizada em 2012
1137-3601|CIÊNCIA DA COMPUTAÇÃO|Inteligencia Artificial|B3|Atualizada em 2012
1517-3860|CIÊNCIA DA COMPUTAÇÃO|Inteligência Empresarial (UFRJ)|C|Atualizada em 2012
1079-8587|CIÊNCIA DA COMPUTAÇÃO|Intelligent Automation and Soft Computing|B3|Atualizada em 2012
1088-467X|CIÊNCIA DA COMPUTAÇÃO|Intelligent Data Analysis (Print)|B4|Atualizada em 2012
1872-4981|CIÊNCIA DA COMPUTAÇÃO|Intelligent Decision Technologies|B4|Atualizada em 2012
0101-7136|CIÊNCIA DA COMPUTAÇÃO|Inter-ação (UFG. Impresso)|C|Atualizada em 2012
0953-5438|CIÊNCIA DA COMPUTAÇÃO|Interacting with Computers|B1|Atualizada em 2012
1072-5520|CIÊNCIA DA COMPUTAÇÃO|Interactions (New York, N.Y.)|B2|Atualizada em 2012
0092-2102|CIÊNCIA DA COMPUTAÇÃO|Interfaces (Providence)|B2|Atualizada em 2012
0964-8305|CIÊNCIA DA COMPUTAÇÃO|International Biodeterioration & Biodegradation|B2|Atualizada em 2012
1742-4712|CIÊNCIA DA COMPUTAÇÃO|International Journal for Infonomics (IJI) (Online)|B5|Atualizada em 2012
1097-0207|CIÊNCIA DA COMPUTAÇÃO|International Journal for Numerical Methods in Engineering (Online)|A1|Atualizada em 2012
0029-5981|CIÊNCIA DA COMPUTAÇÃO|International Journal for Numerical Methods in Engineering (Print)|A1|Atualizada em 2012
1097-0363|CIÊNCIA DA COMPUTAÇÃO|International Journal for Numerical Methods in Fluids (Online)|A1|Atualizada em 2012
0271-2091|CIÊNCIA DA COMPUTAÇÃO|International Journal for Numerical Methods in Fluids (Print)|A1|Atualizada em 2012
1353-4505|CIÊNCIA DA COMPUTAÇÃO|International Journal for Quality in Health Care|B2|Atualizada em 2012
1462-4613|CIÊNCIA DA COMPUTAÇÃO|International Journal of Advanced Media and Communication|B4|Atualizada em 2012
1741-8003|CIÊNCIA DA COMPUTAÇÃO|International Journal of Advanced Media and Communication (Online)|B4|Atualizada em 2012
1746-1375|CIÊNCIA DA COMPUTAÇÃO|International Journal of Agent-Oriented Software Engineering (Print)|B3|Atualizada em 2012
0218-1967|CIÊNCIA DA COMPUTAÇÃO|International Journal of Algebra and Computation|B2|Atualizada em 2012
1383-5416|CIÊNCIA DA COMPUTAÇÃO|International Journal of Applied Electromagnetics and Mechanics|B3|Atualizada em 2012
1311-1728|CIÊNCIA DA COMPUTAÇÃO|International Journal of Applied Mathematics|B3|Atualizada em 2012
0888-613X|CIÊNCIA DA COMPUTAÇÃO|International Journal of Approximate Reasoning|A2|Atualizada em 2012
1873-4731|CIÊNCIA DA COMPUTAÇÃO|International Journal of Approximate Reasoning (Online)|A2|Atualizada em 2012
1560-4292|CIÊNCIA DA COMPUTAÇÃO|International Journal of Artificial Intelligence in Education (Print)|B1|Atualizada em 2012
1754-8632|CIÊNCIA DA COMPUTAÇÃO|International Journal of Autonomous and Adaptive Communications Systems (Print)|B4|Atualizada em 2012
0218-1274|CIÊNCIA DA COMPUTAÇÃO|International Journal of Bifurcation and Chaos in Applied Sciences and Engineering|B2|Atualizada em 2012
1758-0374|CIÊNCIA DA COMPUTAÇÃO|International Journal of Bio-Inspired Computation (Online)|B2|Atualizada em 2012
1758-0366|CIÊNCIA DA COMPUTAÇÃO|International Journal of Bio-Inspired Computation (Print)|B2|Atualizada em 2012
1744-5493|CIÊNCIA DA COMPUTAÇÃO|International Journal of Bioinformatics Research and Applications (Online)|B3|Atualizada em 2012
1744-5485|CIÊNCIA DA COMPUTAÇÃO|International Journal of Bioinformatics Research and Applications (Print)|B3|Atualizada em 2012
1738-995X|CIÊNCIA DA COMPUTAÇÃO|International Journal of Broadband Wireless Communications|B5|Atualizada em 2012
1743-8187|CIÊNCIA DA COMPUTAÇÃO|International Journal of Business Intelligence and Data Mining|B3|Atualizada em 2012
1741-8771|CIÊNCIA DA COMPUTAÇÃO|International Journal of Business Process Integration and Management (Online)|B4|Atualizada em 2012
1741-8763|CIÊNCIA DA COMPUTAÇÃO|International Journal of Business Process Integration and Management (Print)|B4|Atualizada em 2012
1754-3924|CIÊNCIA DA COMPUTAÇÃO|International Journal of Communication Networks and Distributed Systems|B4|Atualizada em 2012
1754-3916|CIÊNCIA DA COMPUTAÇÃO|International Journal of Communication Networks and Distributed Systems (Print)|B4|Atualizada em 2012
1099-1131|CIÊNCIA DA COMPUTAÇÃO|International Journal of Communication Systems (Online)|B3|Atualizada em 2012
1074-5351|CIÊNCIA DA COMPUTAÇÃO|International Journal of Communication Systems (Print)|B3|Atualizada em 2012
1311-6789|CIÊNCIA DA COMPUTAÇÃO|International Journal of Computational and Numerical Analysis and Applications|B5|Atualizada em 2012
1756-0764|CIÊNCIA DA COMPUTAÇÃO|International Journal of Computational Biology and Drug Design (Online)|B5|Atualizada em 2012
1918-3909|CIÊNCIA DA COMPUTAÇÃO|International Journal of Computational Bioscience|B5|Atualizada em 2012
1061-8562|CIÊNCIA DA COMPUTAÇÃO|International Journal of Computational Fluid Dynamics (Print)|B2|Atualizada em 2012
0218-1959|CIÊNCIA DA COMPUTAÇÃO|International Journal of Computational Geometry and Applications|B1|Atualizada em 2012
1304-2386|CIÊNCIA DA COMPUTAÇÃO|International Journal of Computational Intelligence|B5|Atualizada em 2012
1861-6410|CIÊNCIA DA COMPUTAÇÃO|International Journal of Computer Assisted Radiology and Surgery (Print)|B2|Atualizada em 2012
1687-7047|CIÊNCIA DA COMPUTAÇÃO|International Journal of Computer Games Technology|B4|Atualizada em 2012
2150-7988|CIÊNCIA DA COMPUTAÇÃO|International Journal of Computer Information Systems and Industrial Management Applications|B5|Atualizada em 2012
1362-3052|CIÊNCIA DA COMPUTAÇÃO|International Journal of Computer Integrated Manufacturing (Online)|B1|Atualizada em 2012
0951-192X|CIÊNCIA DA COMPUTAÇÃO|International Journal of Computer Integrated Manufacturing (Print)|B1|Atualizada em 2012
0020-7160|CIÊNCIA DA COMPUTAÇÃO|International Journal of Computer Mathematics|B2|Atualizada em 2012
0972-9038|CIÊNCIA DA COMPUTAÇÃO|International Journal of Computer Science and Applications (Online)|B5|Atualizada em 2012
1947-5500|CIÊNCIA DA COMPUTAÇÃO|International Journal of Computer Science and Information Security|B5|Atualizada em 2012
0975-4660|CIÊNCIA DA COMPUTAÇÃO|International Journal of Computer Science and Information Technology (Print)|B5|Atualizada em 2012
1738-7906|CIÊNCIA DA COMPUTAÇÃO|International Journal of Computer Science and Network Security|B5|Atualizada em 2012
0920-5691|CIÊNCIA DA COMPUTAÇÃO|International Journal of Computer Vision|A1|Atualizada em 2012
1206-212X|CIÊNCIA DA COMPUTAÇÃO|International Journal of Computers & Applications|B4|Atualizada em 2012
1841-9836|CIÊNCIA DA COMPUTAÇÃO|International Journal of Computers, Communications & Control (Print)|B3|Atualizada em 2012
0974-696X|CIÊNCIA DA COMPUTAÇÃO|International Journal of Computing and Information Technology|B5|Atualizada em 2012
1741-5055|CIÊNCIA DA COMPUTAÇÃO|International Journal of Continuing Engineering Education and Life-Long Learning (Online)|B5|Atualizada em 2012
0020-7179|CIÊNCIA DA COMPUTAÇÃO|International Journal of Control (Print)|A1|Atualizada em 2012
0218-8430|CIÊNCIA DA COMPUTAÇÃO|International Journal of Cooperative Information Systems (Singapore)|B1|Atualizada em 2012
1748-5673|CIÊNCIA DA COMPUTAÇÃO|International Journal of Data Mining and Bioinformatics|B2|Atualizada em 2012
1548-3924|CIÊNCIA DA COMPUTAÇÃO|International Journal of Data Warehousing and Mining|B3|Atualizada em 2012
1753-5212|CIÊNCIA DA COMPUTAÇÃO|International Journal of Digital Culture and Electronic Tourism (Print)|B5|Atualizada em 2012
1539-3100|CIÊNCIA DA COMPUTAÇÃO|International Journal of Distance Education Technologies|B3|Atualizada em 2012
1550-1477|CIÊNCIA DA COMPUTAÇÃO|International Journal of Distributed Sensor Networks (Online)|B3|Atualizada em 2012
1548-1131|CIÊNCIA DA COMPUTAÇÃO|International Journal of e-Business Research|B3|Atualizada em 2012
0142-0615|CIÊNCIA DA COMPUTAÇÃO|International Journal of Electrical Power & Energy Systems|B2|Atualizada em 2012
1307-5179|CIÊNCIA DA COMPUTAÇÃO|International Journal of Electrical, Computer, and Systems Engineering|B5|Atualizada em 2012
1086-4415|CIÊNCIA DA COMPUTAÇÃO|International Journal of Electronic Commerce|A2|Atualizada em 2012
1548-3886|CIÊNCIA DA COMPUTAÇÃO|International Journal of Electronic Government Research|B3|Atualizada em 2012
1362-3060|CIÊNCIA DA COMPUTAÇÃO|International Journal of Electronics (Online)|B1|Atualizada em 2012
0020-7217|CIÊNCIA DA COMPUTAÇÃO|International Journal of Electronics (Print)|B1|Atualizada em 2012
1947-3176|CIÊNCIA DA COMPUTAÇÃO|International Journal of Embedded and Real-Time Communication Systems|B5|Atualizada em 2012
1553-779X|CIÊNCIA DA COMPUTAÇÃO|International Journal of Emerging Electric Power Systems|B5|Atualizada em 2012
1472-8915|CIÊNCIA DA COMPUTAÇÃO|International Journal of Engineering Intelligent Systems for Electrical Engineering and Communications (1997)|B3|Atualizada em 2012
0169-2070|CIÊNCIA DA COMPUTAÇÃO|International Journal of Forecasting|B2|Atualizada em 2012
0129-0541|CIÊNCIA DA COMPUTAÇÃO|International Journal of Foundations of Computer Science|B2|Atualizada em 2012
1756-2112|CIÊNCIA DA COMPUTAÇÃO|International Journal of Functional Informatics and Personalised Medicine (Online)|B4|Atualizada em 2012
1756-2104|CIÊNCIA DA COMPUTAÇÃO|International Journal of Functional Informatics and Personalised Medicine (Print)|B4|Atualizada em 2012
1365-8824|CIÊNCIA DA COMPUTAÇÃO|International Journal of Geographical Information Science (Online)|A2|Atualizada em 2012
1365-8816|CIÊNCIA DA COMPUTAÇÃO|International Journal of Geographical Information Science (Print)|A2|Atualizada em 2012
1466-6650|CIÊNCIA DA COMPUTAÇÃO|International Journal of Global Environmental Issues|B5|Atualizada em 2012
1947-9158|CIÊNCIA DA COMPUTAÇÃO|International Journal of Handheld Computing Research|B5|Atualizada em 2012
1476-072X|CIÊNCIA DA COMPUTAÇÃO|International Journal of Health Geographics|B2|Atualizada em 2012
1555-3396|CIÊNCIA DA COMPUTAÇÃO|International Journal of Healthcare Information Systems and Informatics|B4|Atualizada em 2012
1740-0562|CIÊNCIA DA COMPUTAÇÃO|International Journal of High Performance Computing and Networking (Print)|B3|Atualizada em 2012
1751-6528|CIÊNCIA DA COMPUTAÇÃO|International Journal of High Performance Systems Architecture (Print)|B2|Atualizada em 2012
1532-7590|CIÊNCIA DA COMPUTAÇÃO|International Journal of Human-Computer Interaction (Online)|B1|Atualizada em 2012
1095-9300|CIÊNCIA DA COMPUTAÇÃO|International Journal of Human-Computer Studies (Online)|A1|Atualizada em 2012
1448-5869|CIÊNCIA DA COMPUTAÇÃO|International Journal of Hybrid Intelligent Systems|B3|Atualizada em 2012
0360-3199|CIÊNCIA DA COMPUTAÇÃO|International Journal of Hydrogen Energy|B1|Atualizada em 2012
0219-4678|CIÊNCIA DA COMPUTAÇÃO|International Journal of Image and Graphics|B2|Atualizada em 2012
0899-9457|CIÊNCIA DA COMPUTAÇÃO|International Journal of Imaging Systems and Technology (Print)|B2|Atualizada em 2012
0169-8141|CIÊNCIA DA COMPUTAÇÃO|International Journal of Industrial Ergonomics|B2|Atualizada em 2012
1550-1876|CIÊNCIA DA COMPUTAÇÃO|International Journal of Information and Communication Technology Education|B3|Atualizada em 2012
1615-5262|CIÊNCIA DA COMPUTAÇÃO|International Journal of Information Security (Print)|B1|Atualizada em 2012
1947-8186|CIÊNCIA DA COMPUTAÇÃO|International Journal of Information System Modeling and Design|B4|Atualizada em 2012
1895-8648|CIÊNCIA DA COMPUTAÇÃO|International Journal of Information Technology and Intelligent Computing|B5|Atualizada em 2012
1554-1045|CIÊNCIA DA COMPUTAÇÃO|International Journal of Information Technology and Web Engineering|B4|Atualizada em 2012
1751-6498|CIÊNCIA DA COMPUTAÇÃO|International Journal of Innovative Computing and Applications (Online)|B5|Atualizada em 2012
1751-648X|CIÊNCIA DA COMPUTAÇÃO|International Journal of Innovative Computing and Applications (Print)|B5|Atualizada em 2012
1349-4198|CIÊNCIA DA COMPUTAÇÃO|International Journal of Innovative Computing, Information & Control|A2|Atualizada em 2012
0218-2157|CIÊNCIA DA COMPUTAÇÃO|International Journal of Intelligent and Cooperative Information Systems|B2|Atualizada em 2012
1756-378X|CIÊNCIA DA COMPUTAÇÃO|International Journal of Intelligent Computing and Cybernetics (Print)|B5|Atualizada em 2012
1548-3657|CIÊNCIA DA COMPUTAÇÃO|International Journal of Intelligent Information Technologies|B4|Atualizada em 2012
1098-111X|CIÊNCIA DA COMPUTAÇÃO|International Journal of Intelligent Systems (Online)|B1|Atualizada em 2012
0884-8173|CIÊNCIA DA COMPUTAÇÃO|International Journal of Intelligent Systems (Print)|B1|Atualizada em 2012
1865-7923|CIÊNCIA DA COMPUTAÇÃO|International Journal of Interactive Mobile Technologies|B5|Atualizada em 2012
1741-1009|CIÊNCIA DA COMPUTAÇÃO|International Journal of Knowledge and Learning (Print)|B2|Atualizada em 2012
1755-2087|CIÊNCIA DA COMPUTAÇÃO|International Journal of Knowledge Engineering and Data Mining|B5|Atualizada em 2012
1447-9524|CIÊNCIA DA COMPUTAÇÃO|International Journal of Knowledge, Culture and Change Management|B5|Atualizada em 2012
1743-9132|CIÊNCIA DA COMPUTAÇÃO|International Journal of Managerial Finance|C|Atualizada em 2012
1368-2148|CIÊNCIA DA COMPUTAÇÃO|International Journal of Manufacturing Technology and Management|B3|Atualizada em 2012
1386-5056|CIÊNCIA DA COMPUTAÇÃO|International Journal of Medical Informatics|A2|Atualizada em 2012
1744-2621|CIÊNCIA DA COMPUTAÇÃO|International Journal of Metadata, Semantics and Ontologies (Print)|B3|Atualizada em 2012
1937-9412|CIÊNCIA DA COMPUTAÇÃO|International Journal of Mobile Computing and Multimedia Communications|B5|Atualizada em 2012
1982-6036|CIÊNCIA DA COMPUTAÇÃO|International Journal of Modeling and Simulation for the Petroleum Industry (Impresso)|B5|Atualizada em 2012
0217-9792|CIÊNCIA DA COMPUTAÇÃO|International Journal of Modern Physics B|B2|Atualizada em 2012
0129-1831|CIÊNCIA DA COMPUTAÇÃO|International Journal of Modern Physics C|B2|Atualizada em 2012
1947-928X|CIÊNCIA DA COMPUTAÇÃO|International Journal of Natural Computing Research|B5|Atualizada em 2012
1099-1190|CIÊNCIA DA COMPUTAÇÃO|International Journal of Network Management (Online)|B3|Atualizada em 2012
1055-7148|CIÊNCIA DA COMPUTAÇÃO|International Journal of Network Management (Print)|B3|Atualizada em 2012
1470-9503|CIÊNCIA DA COMPUTAÇÃO|International Journal of Networking and Virtual Organisations|B3|Atualizada em 2012
0129-0657|CIÊNCIA DA COMPUTAÇÃO|International Journal of Neural Systems|A1|Atualizada em 2012
1745-7645|CIÊNCIA DA COMPUTAÇÃO|International Journal of Operational Research (Print)|B3|Atualizada em 2012
0885-7458|CIÊNCIA DA COMPUTAÇÃO|International Journal of Parallel Programming|B2|Atualizada em 2012
1744-5760|CIÊNCIA DA COMPUTAÇÃO|International Journal of Parallel, Emergent and Distributed Systems (Print)|B2|Atualizada em 2012
0218-0014|CIÊNCIA DA COMPUTAÇÃO|International Journal of Pattern Recognition and Artificial Intelligence|B1|Atualizada em 2012
1078-3466|CIÊNCIA DA COMPUTAÇÃO|International Journal of Power & Energy Systems|B4|Atualizada em 2012
1743-5110|CIÊNCIA DA COMPUTAÇÃO|International Journal of Product Lifecycle Management (Print)|C|Atualizada em 2012
0925-5273|CIÊNCIA DA COMPUTAÇÃO|International Journal of Production Economics|B2|Atualizada em 2012
0020-7543|CIÊNCIA DA COMPUTAÇÃO|International Journal of Production Research (Print)|B1|Atualizada em 2012
1311-8080|CIÊNCIA DA COMPUTAÇÃO|International Journal of Pure and Applied Mathematics|B5|Atualizada em 2012
0219-7499|CIÊNCIA DA COMPUTAÇÃO|International Journal of Quantum Information|B2|Atualizada em 2012
1755-0556|CIÊNCIA DA COMPUTAÇÃO|International Journal of Reasoning-Based Intelligent Systems (Print)|B4|Atualizada em 2012
0143-1161|CIÊNCIA DA COMPUTAÇÃO|International Journal of Remote Sensing (Print)|A2|Atualizada em 2012
1099-047X|CIÊNCIA DA COMPUTAÇÃO|International Journal of RF and Microwave Computer-Aided Engineering (Online)|B1|Atualizada em 2012
1466-8297|CIÊNCIA DA COMPUTAÇÃO|International Journal of Risk Assessment and Management|C|Atualizada em 2012
1747-8405|CIÊNCIA DA COMPUTAÇÃO|International Journal of Security and Networks (Print)|B2|Atualizada em 2012
1793-351X|CIÊNCIA DA COMPUTAÇÃO|International Journal of Semantic Computing|B4|Atualizada em 2012
1741-539X|CIÊNCIA DA COMPUTAÇÃO|International Journal of Services Operations and Informatics (Print)|B4|Atualizada em 2012
1752-6124|CIÊNCIA DA COMPUTAÇÃO|International Journal of Social and Humanistic Computing (Print)|B4|Atualizada em 2012
0975-816X|CIÊNCIA DA COMPUTAÇÃO|International Journal of Soft Computing and Bioinformatics|B5|Atualizada em 2012
0218-1940|CIÊNCIA DA COMPUTAÇÃO|International Journal of Software Engineering and Knowledge Engineering|B2|Atualizada em 2012
1725-0463|CIÊNCIA DA COMPUTAÇÃO|International Journal of Spatial Data Infrastructures Research|B4|Atualizada em 2012
1748-0671|CIÊNCIA DA COMPUTAÇÃO|International Journal of System of Systems Engineering (Print)|B4|Atualizada em 2012
1464-5319|CIÊNCIA DA COMPUTAÇÃO|International Journal of Systems Science (Online)|A2|Atualizada em 2012
1749-9151|CIÊNCIA DA COMPUTAÇÃO|International Journal of Teaching and Case Studies|B5|Atualizada em 2012
0219-0249|CIÊNCIA DA COMPUTAÇÃO|International Journal of Theoretical and Applied Finance|B4|Atualizada em 2012
0972-9976|CIÊNCIA DA COMPUTAÇÃO|International Journal of Tomography & Statistics|B5|Atualizada em 2012
0970-9819|CIÊNCIA DA COMPUTAÇÃO|International Journal of Translation|C|Atualizada em 2012
2005-4246|CIÊNCIA DA COMPUTAÇÃO|International Journal of U- and E-Service, Science and Technology|B5|Atualizada em 2012
0218-4885|CIÊNCIA DA COMPUTAÇÃO|International Journal of Uncertainty, Fuzziness and Knowledge-Based Systems|B1|Atualizada em 2012
1741-1114|CIÊNCIA DA COMPUTAÇÃO|International Journal of Web and Grid Services (Online)|B1|Atualizada em 2012
1741-1106|CIÊNCIA DA COMPUTAÇÃO|International Journal of Web and Grid Services (Print)|B1|Atualizada em 2012
1477-8394|CIÊNCIA DA COMPUTAÇÃO|International Journal of Web Based Communities (Print)|B3|Atualizada em 2012
1476-1289|CIÊNCIA DA COMPUTAÇÃO|International Journal of Web Engineering and Technology|B2|Atualizada em 2012
1744-0084|CIÊNCIA DA COMPUTAÇÃO|International Journal of Web Information Systems (Print)|B3|Atualizada em 2012
1068-9605|CIÊNCIA DA COMPUTAÇÃO|International Journal of Wireless Information Networks|B2|Atualizada em 2012
1942-2628|CIÊNCIA DA COMPUTAÇÃO|International Journal on Advances in Softw|B5|Atualizada em 2012
0218-2130|CIÊNCIA DA COMPUTAÇÃO|International Journal on Artificial Intelligence Tools|B3|Atualizada em 2012
1469-0268|CIÊNCIA DA COMPUTAÇÃO|International Journal on Computational Intelligence and Applications|B5|Atualizada em 2012
1432-5012|CIÊNCIA DA COMPUTAÇÃO|International Journal on Digital Libraries (Print)|B3|Atualizada em 2012
1433-2833|CIÊNCIA DA COMPUTAÇÃO|International Journal on Document Analysis and Recognition (Print)|B1|Atualizada em 2012
1537-2456|CIÊNCIA DA COMPUTAÇÃO|International Journal on E-Learning|B1|Atualizada em 2012
1433-2787|CIÊNCIA DA COMPUTAÇÃO|International Journal on Software Tools for Technology Transfer (Internet)|B2|Atualizada em 2012
1433-2779|CIÊNCIA DA COMPUTAÇÃO|International Journal on Software Tools for Technology Transfer (Print)|B2|Atualizada em 2012
0268-3768|CIÊNCIA DA COMPUTAÇÃO|International Journal, Advanced Manufacturing Technology|B2|Atualizada em 2012
1863-0383|CIÊNCIA DA COMPUTAÇÃO|International Journal: Emerging Technologies in Learning|B5|Atualizada em 2012
1861-4280|CIÊNCIA DA COMPUTAÇÃO|International Reports on Socio-Informatics|B5|Atualizada em 2012
