ISSN|area|titulo|estrato|anoBase
0026-1270|Ciência da Computação|Methods of Information in Medicine|A2|2008

0860-8229|Ciência da Computação|Metrology and Measuring Systems|C|2008
0860-8229|Ciência da Computação|Metrologia i Systemy Pomiarowe|C|2008

0026-2692|Ciência da Computação|Microelectronics (Luton)|B2|2008
0959-8324||Microelectronics Journal|B2|2008

0026-2714|Ciência da Computação|Microelectronics and Reliability|B1|2008
0141-9331|Ciência da Computação|Microprocessors and Microsystems|B2|2008
1572-8641|Ciência da Computação|Minds and machines (Dordrecht. Online)|B2|2008
1572-8153|Ciência da Computação|Mobile networks and applications (Dordrecht. Online)|A2|2008
0332-7353|Ciência da Computação|Modeling, Identification and Control|B2|2008
0166-6851|Ciência da Computação|Molecular and Biochemical Parasitology (Print)|B2|2008
0301-4851|Ciência da Computação|Molecular Biology Reports|B3|2008
0894-0282|Ciência da Computação|Molecular Plant-Microbe Interactions|B2|2008
1517-199X|Ciência da Computação|Movendo Idéias (UNAMA)|C|2008
1086-6655|Ciência da Computação|MPEJ (Austin, Tex.)|B4|2008
1573-0824|Ciência da Computação|Multidimensional systems and signal processing (Dordrecht. Online)|B4|2008
0942-4962|Ciência da Computação|Multimedia Systems|B1|2008
1432-1882|Ciência da Computação|Multimedia systems (Internet)|B1|2008
1380-7501|Ciência da Computação|Multimedia Tools and Applications|B2|2008
1361-6536|Ciência da Computação|Network (Bristol. Online)|A2|2008
0954-898X|Ciência da Computação|Network (Bristol. Print)|A2|2008
1097-0037|Ciência da Computação|Networks (New York, N.Y. Online)|B2|2008
0028-3045|Ciência da Computação|Networks (New York, N.Y. Print)|B2|2008
0899-7667|Ciência da Computação|Neural Computation|A1|2008
1530-888X|Ciência da Computação|Neural computation (Online)|A1|2008
1433-3058|Ciência da Computação|Neural computing & applications (Internet)|B2|2008
0941-0643|Ciência da Computação|Neural Computing & Applications (Print)|B2|2008
1210-0552|Ciência da Computação|Neural Network World (Prague)|B2|2008
0893-6080|Ciência da Computação|Neural Networks|A1|2008
1370-4621|Ciência da Computação|Neural Processing Letters|B2|2008
1573-773X|Ciência da Computação|Neural processing letters (Dordrecht. Online)|B2|2008
0925-2312|Ciência da Computação|Neurocomputing (Amsterdam)|A2|2008
1539-2791|Ciência da Computação|Neuroinformatics (Totowa)|A1|2008
0288-3635|Ciência da Computação|New Generation Computing|B1|2008
1361-4568|Ciência da Computação|New Review of Hypermedia and Multimedia|B2|2008
0362-546X|Ciência da Computação|Nonlinear Analysis|B3|2008
1092-0277|Ciência da Computação|North American Actuarial Journal|C|2008
0211-2124|Ciência da Computação|Novática|C|2008
0168-583X|Ciência da Computação|Nuclear Instruments & Methods in Physics Research. Section B, Beam Interactions with Materials and Atoms (Print)|B2|2008
0305-1048|Ciência da Computação|Nucleic Acids Research|B2|2008
1362-4962|Ciência da Computação|Nucleic Acids Research (Online)|B2|2008
1017-1398|Ciência da Computação|Numerical Algorithms|B1|2008
1070-5325|Ciência da Computação|Numerical Linear Algebra with Applications|B1|2008
0104-6675|Ciência da Computação|O Que nos Faz Pensar (PUCRJ)|C|2008
0964-5691|Ciência da Computação|Ocean & Coastal Management|B4|2008
1468-4535|Ciência da Computação|Online information review (Online)|B2|2008
1573-1324|Ciência da Computação|Open systems & information dynamics (Dordrecht. Online)|B2|2008
0163-5980|Ciência da Computação|Operating Systems Review|B1|2008
0030-364X|Ciência da Computação|Operations Research|A1|2008
0091-3286|Ciência da Computação|Optical Engineering (Bellingham. Print)|B2|2008
1573-4277|Ciência da Computação|Optical Switching and Networking (Print)|B2|2008
1094-4087|Ciência da Computação|Optics Express|B2|2008
1029-4945|Ciência da Computação|Optimization (Online)|B1|2008
0233-1934|Ciência da Computação|Optimization (Print)|B1|2008
1862-4472|Ciência da Computação|Optimization Letters|B2|2008
1055-6788|Ciência da Computação|Optimization Methods & Software (Print)|B1|2008
1029-4937|Ciência da Computação|Optimization Methods and Software (Online)|B1|2008
1349-8169|Ciência da Computação|Pacific journal of optimization (Online)|B2|2008
1348-9151|Ciência da Computação|Pacific Journal of Optimization (Print)|B2|2008
0167-8191|Ciência da Computação|Parallel Computing|B1|2008
0129-6264|Ciência da Computação|Parallel Processing Letters|B2|2008
1433-755X|Ciência da Computação|Pattern analysis & applications (Internet)|B2|2008
1433-7541|Ciência da Computação|Pattern Analysis and Applications (Print)|B2|2008
0031-3203|Ciência da Computação|Pattern Recognition|A1|2008
1054-6618|Ciência da Computação|Pattern Recognition and Image Analysis|B2|2008
0167-8655|Ciência da Computação|Pattern Recognition Letters|A2|2008
1936-6442|Ciência da Computação|Peer-to-Peer Networking and Applications (Print)|B3|2008
0166-5316|Ciência da Computação|Performance Evaluation|B1|2008
0163-5999|Ciência da Computação|Performance Evaluation Review|B1|2008
1617-4909|Ciência da Computação|Personal and Ubiquitous Computing|B2|2008
0101-7438|Ciência da Computação|Pesquisa Operacional (Impresso)|B2|2008
0101-5397|Ciência da Computação|Petro & Química|C|2008
1364-503X|Ciência da Computação|Philosophical Transactions - Royal Society. Mathematical, Physical and Engineering Sciences (Print)|B3|2008
1387-974X|Ciência da Computação|Photonic Network Communications|B3|2008
0378-4371|Ciência da Computação|Physica. A (Print)|B2|2008
0167-2789|Ciência da Computação|Physica. D, Nonlinear phenomena (Print)|B2|2008
1539-3755|Ciência da Computação|Physical Review. E, Statistical, Nonlinear, and Soft Matter Physics (Print)|B2|2008
0375-9601|Ciência da Computação|Physics Letters. A (Print)|B2|2008
1571-0645|Ciência da Computação|Physics of Life Reviews (Print)|B2|2008
1070-664X|Ciência da Computação|Physics of Plasmas|B2|2008
0967-3334|Ciência da Computação|Physiological Measurement (Print)|B3|2008
0721-7714|Ciência da Computação|Plant Cell Reports (Print)|B2|2008
1009-0630|Ciência da Computação|Plasma Science & Technology|B4|2008
1981-6766|Ciência da Computação|PontodeAcesso (UFBA)|C|2008
0304-4289|Ciência da Computação|Pramana (Bangalore)|B4|2008
1531-3263|Ciência da Computação|Presence (Cambridge, Mass. : Online)|B3|2008
0002-9939|Ciência da Computação|Proceedings of the American Mathematical Society|B3|2008
1088-6826|Ciência da Computação|Proceedings of the American Mathematical Society (Online)|B3|2008
1464-3839|Ciência da Computação|Proceedings of the Edinburgh Mathematical Society (Online)|B3|2008
0018-9219|Ciência da Computação|Proceedings of the IEEE|A1|2008
0024-6115|Ciência da Computação|Proceedings of the London Mathematical Society (Print)|B3|2008
0027-8424|Ciência da Computação|Proceedings of the National Academy of Sciences of the United States of America|B1|2008
0103-6513|Ciência da Computação|Produção (São Paulo. Impresso)|C|2008
0033-0337|Ciência da Computação|Program (London. 1966)|B2|2008
1608-3261|Ciência da Computação|Programming and computer software (Online)|B2|2008
0375-9687|Ciência da Computação|Progress of Theoretical Physics. Supplement|B3|2008
1807-5061|Ciência da Computação|ProQuality (UFLA)|C|2008
1413-8557|Ciência da Computação|Psicologia Escolar e Educacional (Impresso)|C|2008
1870-350X|Ciência da Computação|Psicología para América Latina|C|2008
1611-020X|Ciência da Computação|QSAR & Combinatorial Science (Print)|A1|2008
1469-7688|Ciência da Computação|Quantitative Finance (Print)|B4|2008
1533-7146|Ciência da Computação|Quantum Information & Computation|A1|2008
0033-569X|Ciência da Computação|Quarterly of Applied Mathematics|B2|2008
1572-9443|Ciência da Computação|Queueing systems (Dordrecht. Online)|B1|2008
1676-5648|Ciência da Computação|RAE Eletrônica (Online)|B5|2008
0399-0559|Ciência da Computação|RAIRO. Recherche Opérationnelle|B2|2008
1042-9832|Ciência da Computação|Random Structures & Algorithms (Print)|A2|2008
0100-3984|Ciência da Computação|RB. Radiologia Brasileira (Impresso)|B4|2008
1808-7647|Ciência da Computação|RCA. Revista de Controle e Administração|C|2008
1077-2014|Ciência da Computação|Real-Time Imaging|A1|2008
1096-116X|Ciência da Computação|Real-time imaging (Online)|A1|2008
1573-1383|Ciência da Computação|Real-time systems (Dordrecht. Online)|A2|2008
1981-6278|Ciência da Computação|RECIIS. Revista Eletrônica de Comunicação, Informação & Inovação em Saúde (Edição em Português. Online)|C|2008
1679-1916|Ciência da Computação|RENOTE. Revista Novas Tecnologias na Educação|C|2008
1432-010X|Ciência da Computação|Requirements engineering (London. Online)|A2|2008
0947-3602|Ciência da Computação|Requirements Engineering (London. Print)|A2|2008
1677-3071|Ciência da Computação|RESI : Revista Eletrônica de Sistemas de Informação|B5|2008
0101-0964|Ciência da Computação|Revista ANPEC|C|2008
0100-0691|Ciência da Computação|Revista Brasileira de Biblioteconomia e Documentação (Impresso)|B5|2008
1517-3151|Ciência da Computação|Revista Brasileira de Engenharia Biomédica (Impresso)|B5|2008
0034-7175|Ciência da Computação|Revista Brasileira de Estatística|B5|2008
1679-0731|Ciência da Computação|Revista Brasileira de Finanças|B5|2008
1414-5685|Ciência da Computação|Revista Brasileira de Informação na Educação|B5|2008
0034-7299|Ciência da Computação|Revista Brasileira de Otorrinolaringologia (Impresso)|B4|2008
1806-9312|Ciência da Computação|Revista Brasileira de Otorrinolaringologia (Online)|B4|2008
0103-0752|Ciência da Computação|Revista Brasileira de Probabilidade e Estatística|B4|2008
1983-4217|Ciência da Computação|Revista Brasileira de Redes de Computadores e Sistemas Distribuídos|B5|2008

1516-3598|Ciência da Computação|Brazilian Journal of Animal Science|B4|2008
1516-3598|Ciência da Computação|Revista Brasileira de Zootecnia|B4|2008

1516-4071|Ciência da Computação|Revista Científica do Centro Universitário de Barra Mansa|C|2008
1983-3997|Ciência da Computação|Revista Científica Tecnologus|C|2008
1982176-X|Ciência da Computação|Revista Conexões - Ciência e Tecnologia|C|2008
1518-2630|Ciência da Computação|Revista da ABEM|C|2008
1678-1805|Ciência da Computação|Revista da ABRALIN|C|2008
0102-986X|Ciência da Computação|Revista da Sociedade Brasileira de Telecomunicações|B3|2008
1678-8435|Ciência da Computação|Revista de Engenharia de Computação e Sistemas Digitais (Impresso)|C|2008
1809-2640|Ciência da Computação|Revista de Gestão da Tecnologia e Sistemas de Informação (Impresso)|C|2008
1807-1775|Ciência da Computação|Revista de Gestão da Tecnologia e Sistemas de Informação (Online)|C|2008
1809-5585|Ciência da Computação|Revista de Informática Aplicada|B5|2008
0103-4308|Ciência da Computação|Revista de Informática Teórica e Aplicada (Impresso)|B3|2008
1516-7798|Ciência da Computação|Revista de Iniciação Científica (USP )|C|2008

0102-0811|Ciência da Computação|Revista de Matemática e Estatística (Impresso)|C|2008
1980-4245||Revista de Matemática e Estatística (Online)|C|2008

1413-4438|Ciência da Computação|Revista de Psicanálise da Sociedade Psicanalítica de Porto Alegre|C|2008
0104-8368|Ciência da Computação|Revista do Arquivo Publico Mineiro|C|2008
1415-2061|Ciência da Computação|Revista do CCEI|C|2008
0000-0000|Ciência da Computação|Revista do IEEE América Latina|C|2008
1519-8219|Ciência da Computação|Revista Eletrônica de Iniciação Científica|C|2008
1808-0448|Ciência da Computação|Revista Gestão Industrial|C|2008
1646-9895|Ciência da Computação|Revista Ibérica de Sistemas e Tecnologias de Informação|C|2008
1548-0992|Ciência da Computação|Revista IEEE América Latina|B5|2008
1676-1901|Ciência da Computação|Revista Produção Online|C|2008
0101-8191|Ciência da Computação|Revista Tecnologia (UNIFOR)|C|2008
1517-8048|Ciência da Computação|Revista Tecnológica (UEM)|C|2008
1645-6726|Ciência da Computação|Revstat Statistical Journal|C|2008
0992-499X|Ciência da Computação|Revue d'Intelligence Artificielle|B2|2008
0263-5747|Ciência da Computação|Robotica (Cambridge. Print)|B1|2008
0921-8890|Ciência da Computação|Robotics and Autonomous Systems (Print)|A2|2008
0736-5845|Ciência da Computação|Robotics and Computer-Integrated Manufacturing|B1|2008
1807-1147|Ciência da Computação|RPA Brasil (Maringá)|C|2008
1514-6774|Ciência da Computação|SADIO Electronic Journal of Informatics and Operations Research|C|2008
1062-936X|Ciência da Computação|SAR and QSAR in Environmental Research (Print)|B2|2008
1895-1767|Ciência da Computação|Scalable Computing. Practice and Experience|C|2008
1009-2757|Ciência da Computação|Science in China. Series F, Information Sciences|B2|2008
0167-6423|Ciência da Computação|Science of Computer Programming (Print)|B1|2008
1980-2145|Ciência da Computação|Science of Computing|C|2008
0104-1770|Ciência da Computação|Scientia (UNISINOS)|C|2008
1588-2861|Ciência da Computação|Scientometrics (Online)|B3|2008
1676-5451|Ciência da Computação|Semina. Ciências Exatas e Tecnológicas (Impresso)|C|2008
1424-8220|Ciência da Computação|Sensors (Basel)|B3|2008
0925-4005|Ciência da Computação|Sensors and Actuators. B, Chemical|B2|2008
0927-6947|Ciência da Computação|Set-Valued Analysis|B3|2008
1095-7111|Ciência da Computação|SIAM journal on computing (Online)|A2|2008
0097-5397|Ciência da Computação|SIAM Journal on Computing (Print)|A2|2008
1095-7138|Ciência da Computação|SIAM journal on control and optimization (Online)|A1|2008
0363-0129|Ciência da Computação|SIAM Journal on Control and Optimization (Print)|A1|2008
1095-7146|Ciência da Computação|SIAM journal on discrete mathematics (Online)|B1|2008
0895-4801|Ciência da Computação|SIAM Journal on Discrete Mathematics (Print)|B1|2008
1095-7170|Ciência da Computação|SIAM Journal on Numerical Analysis (Online)|A1|2008
1095-7189|Ciência da Computação|SIAM journal on optimization (Online)|A1|2008
1052-6234|Ciência da Computação|SIAM Journal on Optimization (Print)|A1|2008
1095-7197|Ciência da Computação|SIAM Journal on Scientific Computing (Online)|A1|2008
1064-8275|Ciência da Computação|SIAM Journal on Scientific Computing (Print)|A1|2008

0097-8418|Ciência da Computação|SIGCSE Bulletin|B3|2008

1096-3936|Ciência da Computação|SIGCSE Bulletin Inroads|B3|2008
0163-5808|Ciência da Computação|SIGMOD Record|A1|2008
0165-1684|Ciência da Computação|Signal Processing (Print)|A2|2008

0362-1340|Ciência da Computação|SIGPLAN Notices|B1|2008
1523-2867||ACM SIGPLAN Notices|B1|2008

1946-7729|Ciência da Computação|SIGSPATIAL Special|C|2008
0037-5497|Ciência da Computação|Simulation (San Diego, Calif.)|B2|2008
1569-190X|Ciência da Computação|Simulation Modelling Practice and Theory|B2|2008

0928-4869|Ciência da Computação|Simulation Practice and Theory|B2|2008

1879-1433|Ciência da Computação|Simulation practice and theory (Online)|B2|2008
0894-4393|Ciência da Computação|Social Science Computer Review|B1|2008
1517-4522|Ciência da Computação|Sociologias (UFRGS. Impresso)|C|2008
1433-7479|Ciência da Computação|Soft computing (Berlin. Internet)|B2|2008
1619-1366|Ciência da Computação|Software and Systems Modeling (Print)|B2|2008
0163-5948|Ciência da Computação|Software Engineering Notes|B5|2008
1099-1670|Ciência da Computação|Software Process Improvement and Practice (Online)|B2|2008
1077-4866|Ciência da Computação|Software Process Improvement and Practice (Print)|B2|2008
0963-9314|Ciência da Computação|Software Quality Journal|B2|2008
1573-1367|Ciência da Computação|Software quality journal (Dordrecht. Online)|B2|2008
0960-0833|Ciência da Computação|Software Testing, Verification & Reliability|B1|2008
1099-1689|Ciência da Computação|Software testing, verification & reliability (Online)|B1|2008
0038-0644|Ciência da Computação|Software, Practice & Experience (Print)|B1|2008
1097-024X|Ciência da Computação|Software, practice and experience (Online)|B1|2008
0167-1987|Ciência da Computação|Soil & Tillage Research|B2|2008
0038-0938|Ciência da Computação|Solar Physics|B2|2008
1135-1349|Ciência da Computação|Sorites (Madrid)|C|2008
0167-6393|Ciência da Computação|Speech Communication (Print)|A2|2008
0167-7152|Ciência da Computação|Statistics & Probability Letters|B3|2008
0233-1888|Ciência da Computação|Statistics (Berlin)|B2|2008
1573-1375|Ciência da Computação|Statistics and computing (Dordrecht. Online)|B1|2008
0277-6715|Ciência da Computação|Statistics in Medicine (Print)|B2|2008
0736-2994|Ciência da Computação|Stochastic Analysis and Applications (Print)|B3|2008
1436-3240|Ciência da Computação|Stochastic Environmental Research and Risk Assessment (Print)|B3|2008
1615-1488|Ciência da Computação|Structural and multidisciplinary optimization (Internet)|B1|2008
0039-3215|Ciência da Computação|Studia Logica|B4|2008
1573-0964|Ciência da Computação|Synthese (Dordrecht - Online)|B4|2008
0039-7857|Ciência da Computação|Synthese (Dordrecht)|B4|2008
1415-8892|Ciência da Computação|T & N Petróleo|C|2008
1055-4181|Ciência da Computação|Technology and Disability|B2|2008
1572-9451|Ciência da Computação|Telecommunication systems (Dordrecht. Online)|B2|2008
1018-4864|Ciência da Computação|Telecommunications Systems|B2|2008
1677-1966|Ciência da Computação|TEMA. Tendências em Matemática Aplicada e Computacional|B3|2008
1577-3760|Ciência da Computação|Textos de la Cibersociedad|C|2008
0738-4602|Ciência da Computação|The AI Magazine|A2|2008
0002-9637|Ciência da Computação|The American Journal of Tropical Medicine and Hygiene|B2|2008
0002-9890|Ciência da Computação|The American Mathematical Monthly|B4|2008
1079-8986|Ciência da Computação|The Bulletin of Symbolic Logic|B1|2008
1077-8926|Ciência da Computação|The Electronic Journal of Combinatorics|B2|2008
1434-6028|Ciência da Computação|The European Physical Journal. B, Condensed Matter Physics (Print)|B2|2008
0256-6419|Ciência da Computação|The FIEP Bulletin|C|2008
1094-3420|Ciência da Computação|The International Journal of High Performance Computing Applications|A2|2008
0278-3649|Ciência da Computação|The International Journal of Robotics Research|A1|2008
1076-9757|Ciência da Computação|The Journal of Artificial Intelligence Research (Print)|A2|2008
0021-9258|Ciência da Computação|The Journal of Biological Chemistry (Print)|B2|2008
0887-4417|Ciência da Computação|The Journal of Computer Information Systems|B2|2008
1126-6708|Ciência da Computação|The Journal of High Energy Physics|B2|2008
0897-3962|Ciência da Computação|The Journal of Integral Equations and Applications|C|2008
0270-6474|Ciência da Computação|The Journal of Neuroscience|B2|2008
1465-1211|Ciência da Computação|The Journal of Risk|B4|2008
1573-0484|Ciência da Computação|The Journal of Supercomputing (Dordrecht. Online)|B2|2008
0164-1212|Ciência da Computação|The Journal of Systems and Software|B1|2008
0178-2789|Ciência da Computação|The Visual Computer|B1|2008
1432-2315|Ciência da Computação|The visual computer (Internet)|B1|2008
1066-8888|Ciência da Computação|The VLDB Journal|A1|2008
0304-3975|Ciência da Computação|Theoretical Computer Science|A1|2008
1471-0684|Ciência da Computação|Theory and Practice of Logic Programming|B1|2008
1475-3081|Ciência da Computação|Theory and practice of logic programming (Online)|B1|2008
1432-4350|Ciência da Computação|Theory of Computing Systems|B1|2008
1361-1682|Ciência da Computação|Transactions in GIS (Print)|B2|2008
0041-1345|Ciência da Computação|Transplantation Proceedings|B2|2008
0968-090X|Ciência da Computação|Transportation Research. Part C, Emerging Technologies|B3|2008
1615-5289|Ciência da Computação|Universal Access in the Information Society (Print)|B3|2008
1573-1391|Ciência da Computação|User modeling and user-adapted interaction (Dordrecht. Online)|B1|2008
0043-1737|Ciência da Computação|Weed Research (Print)|B3|2008
0950-7116|Ciência da Computação|Welding International|B5|2008
1530-8677|Ciência da Computação|Wireless communications and mobile computing (Online)|B1|2008
1530-8669|Ciência da Computação|Wireless Communications and Mobile Computing (Print)|B1|2008
1022-0038|Ciência da Computação|Wireless Networks|A2|2008
1572-8196|Ciência da Computação|Wireless networks (Dordrecht. Online)|A2|2008
0937-6429|Ciência da Computação|Wirtschaftsinformatik|B2|2008
1386-145X|Ciência da Computação|World Wide Web (Bussum)|B2|2008
0373-2703|Ciência da Computação|Zapiski Naucnyh Seminarov Leningradskogo Otdeleniâ ordena Lenina Matematiceskogo Instituta im. V.A. Steklova Akademii Nauk SSSR|C|2008
0939-5075|Ciência da Computação|Zeitschrift für Naturforschung. C, A Journal of Biosciences|B3|2008

